Time [s], Analyzer Name, Decoded Protocol Result
17.758823249999999,I2C,0x01 + NAK
17.759018749999999,I2C,Setup Write to [0x34] + ACK
17.759110499999998,I2C,0x31 + ACK
17.759201999999998,I2C,0x5E + ACK
17.759293499999998,I2C,0x1A + ACK
17.759474749999999,I2C,Setup Write to [0x1A] + ACK
17.759566249999999,I2C,0x18 + NAK
17.759658000000002,I2C,0x32 + ACK
17.759749500000002,I2C,0x0D + ACK
17.759940749999998,I2C,Setup Write to [0x1A] + ACK
17.760032249999998,I2C,0x18 + NAK
17.760124000000001,I2C,0x3E + ACK
17.760215500000001,I2C,0x00 + ACK
17.760411500000000,I2C,Setup Write to [0x34] + ACK
17.760503000000000,I2C,0x31 + ACK
17.760594500000000,I2C,0x7E + ACK
17.760686249999999,I2C,0x00 + ACK
17.760877499999999,I2C,Setup Write to [0x34] + ACK
17.760968999999999,I2C,0x31 + ACK
17.761060749999999,I2C,0x7E + ACK
17.761152249999999,I2C,0x00 + ACK
17.761343499999999,I2C,Setup Write to [0x34] + ACK
17.761434999999999,I2C,0x32 + ACK
17.761526750000002,I2C,0xB8 + ACK
17.761618250000001,I2C,0x50 + ACK
17.761793749999999,I2C,Setup Write to [0x1A] + ACK
17.761885249999999,I2C,0x19 + ACK
17.761976749999999,I2C,0x5C + NAK
17.762068500000002,I2C,0x08 + ACK
17.762376750000001,I2C,Setup Write to [0x34] + ACK
17.762468250000001,I2C,0x32 + ACK
17.762560000000001,I2C,0xBA + ACK
17.762651500000000,I2C,0x00 + ACK
17.762852250000002,I2C,Setup Write to [0x34] + ACK
17.762943750000002,I2C,0x32 + ACK
17.763035250000001,I2C,0xBB + ACK
17.763127000000001,I2C,0x04 + ACK
17.763312249999998,I2C,Setup Write to [0x34] + ACK
17.763404000000001,I2C,0x32 + ACK
17.763495500000001,I2C,0xC8 + ACK
17.763587250000000,I2C,0x50 + ACK
17.763779249999999,I2C,Setup Write to [0x34] + ACK
17.763871000000002,I2C,0x32 + ACK
17.763962500000002,I2C,0xC9 + ACK
17.764054250000001,I2C,0x10 + ACK
17.764246000000000,I2C,Setup Write to [0x34] + ACK
17.764337500000000,I2C,0x32 + ACK
17.764429249999999,I2C,0xCA + ACK
17.764520749999999,I2C,0x00 + ACK
17.764696250000000,I2C,Setup Write to [0x1A] + ACK
17.764787750000000,I2C,0x19 + ACK
17.764879250000000,I2C,0x65 + NAK
17.764970999999999,I2C,0x02 + ACK
17.765172249999999,I2C,Setup Write to [0x34] + ACK
17.765263999999998,I2C,0x33 + ACK
17.765355499999998,I2C,0x2C + ACK
17.765447000000002,I2C,0xD3 + ACK
17.765638500000001,I2C,Setup Write to [0x34] + ACK
17.765730000000001,I2C,0x33 + ACK
17.765821500000001,I2C,0x2D + ACK
17.765913250000001,I2C,0x10 + ACK
17.766098750000001,I2C,Setup Write to [0x34] + ACK
17.766190500000000,I2C,0x33 + ACK
17.766282000000000,I2C,0x2E + ACK
17.766373500000000,I2C,0x0D + ACK
17.766564750000001,I2C,Setup Write to [0x34] + ACK
17.766656250000000,I2C,0x33 + ACK
17.766747750000000,I2C,0x58 + ACK
17.766839500000000,I2C,0x06 + ACK
17.767035249999999,I2C,Setup Write to [0x34] + ACK
17.767126999999999,I2C,0x33 + ACK
17.767218499999998,I2C,0x59 + ACK
17.767309999999998,I2C,0xE1 + ACK
17.767495749999998,I2C,Setup Write to [0x34] + ACK
17.767587500000001,I2C,0x33 + ACK
17.767679000000001,I2C,0x5A + ACK
17.767770500000001,I2C,0x11 + ACK
17.767952000000001,I2C,Setup Write to [0x1A] + ACK
17.768043500000001,I2C,0x19 + NAK
17.768135250000000,I2C,0x30 + ACK
17.768226750000000,I2C,0x0F + ACK
17.768428499999999,I2C,Setup Write to [0x34] + ACK
17.768519999999999,I2C,0x33 + ACK
17.768611499999999,I2C,0x61 + ACK
17.768703250000002,I2C,0x61 + ACK
17.768888499999999,I2C,Setup Write to [0x34] + ACK
17.768980249999998,I2C,0x33 + ACK
17.769071749999998,I2C,0x62 + ACK
17.769163500000001,I2C,0x10 + ACK
17.769344499999999,I2C,Setup Write to [0x1A] + ACK
17.769436249999998,I2C,0x19 + NAK
17.769527750000002,I2C,0x58 + ACK
17.769619250000002,I2C,0x28 + ACK
17.769821000000000,I2C,Setup Write to [0x34] + ACK
17.769912500000000,I2C,0x33 + ACK
17.770004000000000,I2C,0xB2 + ACK
17.770095749999999,I2C,0x1A + ACK
17.770281250000000,I2C,Setup Write to [0x34] + ACK
17.770372750000000,I2C,0x33 + ACK
17.770464250000000,I2C,0xB3 + ACK
17.770555999999999,I2C,0x04 + ACK
17.802091250000000,I2C,Setup Write to [0x34] + ACK
17.802182999999999,I2C,0x30 + ACK
17.802274499999999,I2C,0x00 + ACK
17.802366249999999,I2C,0x00 + ACK
17.802565749999999,I2C,Setup Write to [0x1A] + ACK
17.802657499999999,I2C,0x18 + ACK
17.802748999999999,I2C,0x01 + ACK
17.802840499999999,I2C,0x00 + ACK
17.803044000000000,I2C,Setup Write to [0x34] + ACK
17.803135749999999,I2C,0x30 + ACK
17.803227249999999,I2C,0x49 + ACK
17.803318999999998,I2C,0x0A + ACK
17.918834499999999,I2C,Setup Write to [0x34] + ACK
17.918925999999999,I2C,0x30 + ACK
17.919017499999999,I2C,0x20 + ACK
17.919109250000002,I2C,0x03 + ACK
17.919295500000000,I2C,Setup Write to [0x34] + ACK
17.919387000000000,I2C,0x30 + ACK
17.919478500000000,I2C,0x21 + ACK
17.919570250000000,I2C,0x00 + ACK
17.919743250000000,I2C,Setup Write to [0x1A] + ACK
17.919834999999999,I2C,0x18 + ACK
17.919926499999999,I2C,0x11 + ACK
17.920017999999999,I2C,0x00 + ACK
17.920201250000002,I2C,Setup Write to [0x1A] + ACK
17.920293000000001,I2C,0x18 + ACK
17.920384500000001,I2C,0x0A + ACK
17.920476000000001,I2C,0x04 + NAK
17.920660000000002,I2C,Setup Write to [0x1A] + ACK
17.920751500000001,I2C,0x18 + ACK
17.920843250000001,I2C,0x0C + ACK
17.920934750000001,I2C,0x23 + NAK
17.921128249999999,I2C,Setup Write to [0x34] + ACK
17.921220000000002,I2C,0x30 + ACK
17.921311500000002,I2C,0x19 + ACK
17.921403000000002,I2C,0x05 + ACK
17.921586500000000,I2C,Setup Write to [0x34] + ACK
17.921678000000000,I2C,0x30 + ACK
17.921769500000000,I2C,0x1A + ACK
17.921861249999999,I2C,0x00 + ACK
17.935490999999999,I2C,Setup Write to [0x34] + ACK
17.935582749999998,I2C,0x30 + ACK
17.935674250000002,I2C,0x09 + ACK
17.935765750000002,I2C,0x01 + ACK
17.935942250000000,I2C,Setup Write to [0x1A] + ACK
17.936033750000000,I2C,0x18 + ACK
17.936125499999999,I2C,0x10 + ACK
17.936216999999999,I2C,0x01 + NAK
17.936411499999998,I2C,Setup Write to [0x34] + ACK
17.936502999999998,I2C,0x30 + ACK
17.936594500000002,I2C,0x21 + ACK
17.936686250000001,I2C,0x00 + ACK
17.936859750000000,I2C,Setup Write to [0x1A] + ACK
17.936951250000000,I2C,0x18 + ACK
17.937042999999999,I2C,0x11 + ACK
17.937134499999999,I2C,0x00 + ACK
17.937784749999999,I2C,Setup Write to [0x1A] + ACK
17.937876500000002,I2C,0x18 + ACK
17.937968000000001,I2C,0x04 + NAK
17.938059500000001,I2C,0x00 + NAK
17.938255250000001,I2C,Setup Write to [0x34] + ACK
17.938346750000001,I2C,0x30 + ACK
17.938438250000001,I2C,0x20 + ACK
17.938530000000000,I2C,0x03 + ACK
17.938713249999999,I2C,Setup Write to [0x34] + ACK
17.938804749999999,I2C,0x30 + ACK
17.938896249999999,I2C,0x21 + ACK
17.938987999999998,I2C,0x00 + ACK
17.939171000000002,I2C,Setup Write to [0x34] + ACK
17.939262500000002,I2C,0x30 + ACK
17.939354250000001,I2C,0x22 + ACK
17.939445750000001,I2C,0x00 + ACK
17.939647999999998,I2C,Setup Write to [0x34] + ACK
17.939739750000001,I2C,0x30 + ACK
17.939831250000001,I2C,0x09 + ACK
17.939922750000001,I2C,0x01 + ACK
17.940095750000001,I2C,Setup Write to [0x1A] + ACK
17.940187500000000,I2C,0x18 + ACK
17.940279000000000,I2C,0x10 + ACK
17.940370500000000,I2C,0x01 + NAK
17.940553749999999,I2C,Setup Write to [0x1A] + ACK
17.940645249999999,I2C,0x18 + ACK
17.940736999999999,I2C,0x10 + NAK
17.940828499999999,I2C,0x00 + ACK
17.941022000000000,I2C,Setup Write to [0x34] + ACK
17.941113500000000,I2C,0x30 + ACK
17.941205249999999,I2C,0x22 + ACK
17.941296749999999,I2C,0x00 + ACK
17.955531499999999,I2C,Setup Write to [0x34] + ACK
17.955623249999999,I2C,0x30 + ACK
17.955714749999999,I2C,0x20 + ACK
17.955806249999998,I2C,0x03 + ACK
17.955992250000001,I2C,Setup Write to [0x34] + ACK
17.956084000000001,I2C,0x30 + ACK
17.956175500000001,I2C,0x21 + ACK
17.956267000000000,I2C,0x00 + ACK
17.956450499999999,I2C,Setup Write to [0x34] + ACK
17.956541999999999,I2C,0x30 + ACK
17.956633499999999,I2C,0x22 + ACK
17.956725250000002,I2C,0x00 + ACK
17.975532000000001,I2C,Setup Write to [0x34] + ACK
17.975623500000001,I2C,0x30 + ACK
17.975715000000001,I2C,0x20 + ACK
17.975806750000000,I2C,0x03 + ACK
17.975982250000001,I2C,Setup Write to [0x1A] + ACK
17.976074000000001,I2C,0x18 + ACK
17.976165500000000,I2C,0x10 + NAK
17.976257000000000,I2C,0x00 + ACK
17.976450750000001,I2C,Setup Write to [0x34] + ACK
17.976542250000001,I2C,0x30 + ACK
17.976633750000001,I2C,0x22 + ACK
17.976725500000001,I2C,0x00 + ACK
17.977376000000000,I2C,Setup Write to [0x34] + ACK
17.977467499999999,I2C,0x30 + ACK
17.977559249999999,I2C,0x20 + ACK
17.977650749999999,I2C,0x03 + ACK
17.977836750000002,I2C,Setup Write to [0x34] + ACK
17.977928250000001,I2C,0x30 + ACK
17.978020000000001,I2C,0x21 + ACK
17.978111500000001,I2C,0x00 + ACK
17.978284500000001,I2C,Setup Write to [0x1A] + ACK
17.978376250000000,I2C,0x18 + ACK
17.978467750000000,I2C,0x11 + ACK
17.978559250000000,I2C,0x00 + ACK
17.978771999999999,I2C,Setup Write to [0x34] + ACK
17.978863499999999,I2C,0x30 + ACK
17.978954999999999,I2C,0x20 + ACK
17.979046749999998,I2C,0x03 + ACK
17.979230000000001,I2C,Setup Write to [0x34] + ACK
17.979321500000001,I2C,0x30 + ACK
17.979413000000001,I2C,0x21 + ACK
17.979504750000000,I2C,0x00 + ACK
17.979687750000000,I2C,Setup Write to [0x34] + ACK
17.979779499999999,I2C,0x30 + ACK
17.979870999999999,I2C,0x22 + ACK
17.979962749999999,I2C,0x00 + ACK
17.995573749999998,I2C,Setup Write to [0x34] + ACK
17.995665249999998,I2C,0x30 + ACK
17.995756750000002,I2C,0x20 + ACK
17.995848500000001,I2C,0x03 + ACK
17.996034250000001,I2C,Setup Write to [0x34] + ACK
17.996126000000000,I2C,0x30 + ACK
17.996217500000000,I2C,0x21 + ACK
17.996309000000000,I2C,0x00 + ACK
17.996492499999999,I2C,Setup Write to [0x34] + ACK
17.996583999999999,I2C,0x30 + ACK
17.996675499999998,I2C,0x22 + ACK
17.996767250000001,I2C,0x00 + ACK
18.015559750000001,I2C,Setup Write to [0x1A] + ACK
18.015651250000001,I2C,0x18 + ACK
18.015743000000001,I2C,0x10 + ACK
18.015834500000000,I2C,0x01 + NAK
18.016030749999999,I2C,Setup Write to [0x34] + ACK
18.016122249999999,I2C,0x30 + ACK
18.016213749999999,I2C,0x21 + ACK
18.016305500000001,I2C,0x00 + ACK
18.016488750000001,I2C,Setup Write to [0x34] + ACK
18.016580500000000,I2C,0x30 + ACK
18.016672000000000,I2C,0x22 + ACK
18.016763500000000,I2C,0x00 + ACK
18.017401499999998,I2C,Setup Write to [0x1A] + ACK
18.017493000000002,I2C,0x18 + ACK
18.017584750000001,I2C,0x10 + ACK
18.017676250000001,I2C,0x01 + NAK
18.017871750000001,I2C,Setup Write to [0x34] + ACK
18.017963250000001,I2C,0x30 + ACK
18.018055000000000,I2C,0x21 + ACK
18.018146500000000,I2C,0x00 + ACK
18.018319750000000,I2C,Setup Write to [0x1A] + ACK
18.018411250000000,I2C,0x18 + ACK
18.018502750000000,I2C,0x11 + ACK
18.018594499999999,I2C,0x00 + ACK
18.018809749999999,I2C,Setup Write to [0x34] + ACK
18.018901499999998,I2C,0x30 + ACK
18.018992999999998,I2C,0x20 + ACK
18.019084500000002,I2C,0x03 + ACK
18.019268000000000,I2C,Setup Write to [0x34] + ACK
18.019359750000000,I2C,0x30 + ACK
18.019451249999999,I2C,0x21 + ACK
18.019542749999999,I2C,0x00 + ACK
18.019715750000000,I2C,Setup Write to [0x1A] + ACK
18.019807499999999,I2C,0x18 + ACK
18.019898999999999,I2C,0x11 + ACK
18.019990499999999,I2C,0x00 + ACK
18.035609250000000,I2C,Setup Write to [0x34] + ACK
18.035700750000000,I2C,0x30 + ACK
18.035792250000000,I2C,0x20 + ACK
18.035883999999999,I2C,0x03 + ACK
18.036069999999999,I2C,Setup Write to [0x34] + ACK
18.036161499999999,I2C,0x30 + ACK
18.036252999999999,I2C,0x21 + ACK
18.036344750000001,I2C,0x00 + ACK
18.036528000000001,I2C,Setup Write to [0x34] + ACK
18.036619750000000,I2C,0x30 + ACK
18.036711250000000,I2C,0x22 + ACK
18.036802750000000,I2C,0x00 + ACK
18.055590250000002,I2C,Setup Write to [0x1A] + ACK
18.055682000000001,I2C,0x18 + ACK
18.055773500000001,I2C,0x10 + ACK
18.055865000000001,I2C,0x01 + NAK
18.056061750000001,I2C,Setup Write to [0x34] + ACK
18.056153250000001,I2C,0x30 + ACK
18.056245000000001,I2C,0x21 + ACK
18.056336500000000,I2C,0x00 + ACK
18.056510249999999,I2C,Setup Write to [0x1A] + ACK
18.056601749999999,I2C,0x18 + ACK
18.056693500000002,I2C,0x11 + ACK
18.056785000000001,I2C,0x00 + ACK
18.057436500000001,I2C,Setup Write to [0x34] + ACK
18.057528000000001,I2C,0x30 + ACK
18.057619500000001,I2C,0x20 + ACK
18.057711250000001,I2C,0x03 + ACK
18.057896499999998,I2C,Setup Write to [0x34] + ACK
18.057988000000002,I2C,0x30 + ACK
18.058079750000001,I2C,0x21 + ACK
18.058171250000001,I2C,0x00 + ACK
18.058354500000000,I2C,Setup Write to [0x34] + ACK
18.058446000000000,I2C,0x30 + ACK
18.058537749999999,I2C,0x22 + ACK
18.058629249999999,I2C,0x00 + ACK
18.058820999999998,I2C,Setup Write to [0x1A] + ACK
18.058912500000002,I2C,0x18 + ACK
18.059004250000001,I2C,0x10 + ACK
18.059095750000001,I2C,0x01 + NAK
18.059289249999999,I2C,Setup Write to [0x34] + ACK
18.059380749999999,I2C,0x30 + ACK
18.059472249999999,I2C,0x21 + ACK
18.059564000000002,I2C,0x00 + ACK
18.059747250000001,I2C,Setup Write to [0x34] + ACK
18.059838750000001,I2C,0x30 + ACK
18.059930250000001,I2C,0x22 + ACK
18.060022000000000,I2C,0x00 + ACK
18.075633000000000,I2C,Setup Write to [0x34] + ACK
18.075724500000000,I2C,0x30 + ACK
18.075816000000000,I2C,0x20 + ACK
18.075907749999999,I2C,0x03 + ACK
18.076094000000001,I2C,Setup Write to [0x34] + ACK
18.076185500000001,I2C,0x30 + ACK
18.076277000000001,I2C,0x21 + ACK
18.076368750000000,I2C,0x00 + ACK
18.076541750000001,I2C,Setup Write to [0x1A] + ACK
18.076633250000000,I2C,0x18 + ACK
18.076725000000000,I2C,0x11 + ACK
18.076816500000000,I2C,0x00 + ACK
18.095632999999999,I2C,Setup Write to [0x34] + ACK
18.095724499999999,I2C,0x30 + ACK
18.095816249999999,I2C,0x20 + ACK
18.095907749999999,I2C,0x03 + ACK
18.096083499999999,I2C,Setup Write to [0x1A] + ACK
18.096174999999999,I2C,0x18 + ACK
18.096266750000002,I2C,0x10 + NAK
18.096358250000002,I2C,0x00 + ACK
18.096541500000001,I2C,Setup Write to [0x1A] + ACK
18.096633000000001,I2C,0x18 + ACK
18.096724750000000,I2C,0x11 + ACK
18.096816250000000,I2C,0x00 + ACK
18.097488999999999,I2C,Setup Write to [0x34] + ACK
18.097580499999999,I2C,0x30 + ACK
18.097672249999999,I2C,0x20 + ACK
18.097763749999999,I2C,0x03 + ACK
18.097939000000000,I2C,Setup Write to [0x1A] + ACK
18.098030500000000,I2C,0x18 + ACK
18.098122249999999,I2C,0x10 + NAK
18.098213749999999,I2C,0x00 + ACK
18.098396999999999,I2C,Setup Write to [0x1A] + ACK
18.098488499999998,I2C,0x18 + ACK
18.098580250000001,I2C,0x11 + ACK
18.098671750000001,I2C,0x00 + ACK
18.098884750000000,I2C,Setup Write to [0x34] + ACK
18.098976499999999,I2C,0x30 + ACK
18.099067999999999,I2C,0x20 + ACK
18.099159749999998,I2C,0x03 + ACK
18.099332749999999,I2C,Setup Write to [0x1A] + ACK
18.099424500000001,I2C,0x18 + ACK
18.099516000000001,I2C,0x10 + NAK
18.099607500000001,I2C,0x00 + ACK
18.099790750000000,I2C,Setup Write to [0x1A] + ACK
18.099882500000000,I2C,0x18 + ACK
18.099974000000000,I2C,0x11 + ACK
18.100065499999999,I2C,0x00 + ACK
18.115671750000001,I2C,Setup Write to [0x34] + ACK
18.115763250000001,I2C,0x30 + ACK
18.115854750000000,I2C,0x20 + ACK
18.115946500000000,I2C,0x03 + ACK
18.116122749999999,I2C,Setup Write to [0x1A] + ACK
18.116214500000002,I2C,0x18 + ACK
18.116306000000002,I2C,0x10 + NAK
18.116397500000001,I2C,0x00 + ACK
18.116591249999999,I2C,Setup Write to [0x34] + ACK
18.116682749999999,I2C,0x30 + ACK
18.116774249999999,I2C,0x22 + ACK
18.116866000000002,I2C,0x00 + ACK
18.117049250000001,I2C,Setup Write to [0x34] + ACK
18.117140750000001,I2C,0x30 + ACK
18.117232250000001,I2C,0x14 + ACK
18.117324000000000,I2C,0x07 + ACK
18.135670749999999,I2C,Setup Write to [0x34] + ACK
18.135762249999999,I2C,0x30 + ACK
18.135853999999998,I2C,0x20 + ACK
18.135945499999998,I2C,0x03 + ACK
18.136121750000001,I2C,Setup Write to [0x1A] + ACK
18.136213500000000,I2C,0x18 + ACK
18.136305000000000,I2C,0x10 + NAK
18.136396500000000,I2C,0x00 + ACK
18.136590500000001,I2C,Setup Write to [0x34] + ACK
18.136682250000000,I2C,0x30 + ACK
18.136773750000000,I2C,0x22 + ACK
18.136865499999999,I2C,0x00 + ACK
18.137498999999998,I2C,Setup Write to [0x1A] + ACK
18.137590500000002,I2C,0x18 + ACK
18.137682250000001,I2C,0x10 + ACK
18.137773750000001,I2C,0x01 + NAK
18.137969250000001,I2C,Setup Write to [0x34] + ACK
18.138060750000001,I2C,0x30 + ACK
18.138152250000001,I2C,0x21 + ACK
